age,balance,day,duration,campaign,job,marital,subscribe
56,2084.572627949568,16,342.37743321668887,4,admin,divorced,1
18,1503.8030761231873,18,38.78153530409662,1,blue-collar,divorced,0
20,-126.31935396158406,20,36.23090848242721,4,blue-collar,single,0
30,970.0622305375107,12,158.77866545133824,3,technician,married,0
45,1724.6257853890195,13,313.0983756050717,2,technician,single,0
66,2341.528342039759,13,373.51344095332854,2,technician,single,1
42,882.3633906057532,10,58.968989881451726,3,admin,married,0
50,3687.6498745500194,7,24.88021296347443,3,blue-collar,single,0
55,-394.47306883696456,25,846.0149820404282,2,technician,divorced,1
23,936.299824942099,14,90.60180464061904,3,blue-collar,married,0
61,1416.9663965072268,30,575.9047803568217,3,admin,divorced,1
62,1299.250836447136,24,597.4104097039561,5,admin,divorced,0
49,267.8576701851673,16,444.21130499186705,1,blue-collar,married,0
62,1947.8617477517937,15,55.47758145065599,1,blue-collar,divorced,0
64,1871.0940513139221,12,517.45708585059,3,technician,divorced,1
38,1547.9614459815466,9,439.926848755286,3,blue-collar,divorced,0
33,1831.8438632585155,8,272.4394751106489,1,technician,married,0
38,1076.2235885519692,18,123.38551919914084,1,blue-collar,married,0
28,-117.3629501085677,23,91.35025729149406,1,blue-collar,married,0
54,783.3601299477552,18,38.99475334994876,3,blue-collar,single,0
53,1657.0545814094412,13,213.85626867051494,1,admin,divorced,0
52,1662.744414846396,28,264.03167162984886,4,admin,single,0
36,1541.3790525858478,27,133.57644249255202,1,admin,single,0
37,2048.708267985032,18,193.5123566468564,1,technician,divorced,0
35,918.8539545499835,15,135.53807252955536,2,technician,married,1
64,1526.681057110536,4,307.33492901874547,3,admin,single,1
58,2072.0927784049213,17,694.5771369173563,3,admin,married,0
66,1415.1101814976466,31,53.709387035768586,1,blue-collar,married,0
31,256.67607159390127,5,144.09319815371404,3,blue-collar,divorced,0
32,538.5116303444623,22,45.550021418084135,2,technician,single,0
48,2330.8523242793667,16,294.20379560199785,3,technician,single,0
18,2892.4721629425726,9,391.5476242377024,3,blue-collar,married,0
20,2675.283107824049,10,806.089515729964,3,technician,divorced,1
33,1732.155949742035,24,98.08155719766263,3,admin,single,0
40,296.8673979833072,18,899.9896012949563,5,blue-collar,married,1
28,1493.6484432271313,17,19.60571064915034,5,blue-collar,married,0
29,3062.255131950422,18,277.15617576554973,4,technician,married,1
27,2118.4883804564756,7,17.6489243607355,1,blue-collar,divorced,0
49,1292.5224773161274,4,672.6564439853651,4,blue-collar,divorced,1
33,2128.6252328412165,26,226.3849215680511,2,admin,married,1
25,230.6047933843954,5,332.0069631029966,1,blue-collar,married,1
55,804.3286221517978,28,534.377506469558,2,blue-collar,divorced,1
29,415.808608977675,23,48.86533035090772,2,blue-collar,married,0
41,1969.5718183484328,16,11.806784013775829,7,blue-collar,married,1
45,2214.1034997200927,3,633.2948850927368,4,admin,divorced,1
25,1346.1739728016332,26,113.47169019253703,2,blue-collar,married,1
45,627.070323260434,18,41.426725948606645,3,admin,married,1
53,1480.2509064653727,29,189.59374580906945,3,admin,married,1
43,1013.4201093261925,23,273.61945880707657,5,admin,divorced,0
25,703.8292953062554,21,9.438099157876714,4,technician,divorced,1
67,1838.9936853092463,14,96.4319144512514,1,technician,divorced,1
45,742.0077774813263,15,10.004954908468777,2,blue-collar,single,0
45,-66.34973296409248,17,163.59167997914574,2,admin,single,0
54,155.8855296368131,1,676.4244121995567,3,technician,single,0
58,-103.26046681594948,25,1216.2905319699678,3,blue-collar,single,1
53,1747.5119165762044,21,304.04503640583636,6,technician,divorced,1
44,1650.405438176164,17,52.89147768470735,1,admin,married,0
34,1600.520094508162,23,708.8578634609265,2,blue-collar,divorced,1
26,2087.7316524799426,25,217.85476044103007,2,admin,single,1
50,2691.9588561171167,11,50.08189256372294,2,admin,divorced,1
37,907.7334691748847,17,764.2645020085675,5,technician,married,0
30,1906.477477238418,26,424.9877852591934,1,blue-collar,single,0
45,-79.61550740587677,14,394.700752225469,2,blue-collar,married,1
65,2878.7097462633506,29,370.5159539802382,1,blue-collar,married,1
46,255.16876178184293,20,67.07052537834043,4,technician,married,0
30,789.9188809595624,30,71.09923182715384,1,blue-collar,single,0
63,902.2904862669076,19,349.70748897727384,2,technician,divorced,0
52,-26.270996722212203,21,74.43179216368951,1,blue-collar,single,0
23,1532.575577408562,7,173.23480018160618,4,technician,single,0
35,1713.9038682014816,24,456.98057715367423,1,blue-collar,divorced,1
68,1310.5863290184502,13,459.67712155036116,2,technician,divorced,0
22,-40.24763203107682,18,181.13554544491868,4,admin,divorced,1
64,3483.3862348517114,23,471.33923437638225,3,admin,divorced,1
42,2049.230796501648,30,547.2013730589771,6,admin,married,1
19,4134.222043649959,14,319.06832304880675,4,blue-collar,single,0
27,694.8907601137075,1,77.79675099540147,1,technician,single,0
47,2457.8822281769767,7,96.06644721460944,1,admin,single,1
67,2279.2738873941635,8,113.43137330639017,1,blue-collar,divorced,0
62,1209.4248969026378,18,37.26247633110181,2,technician,single,0
22,2911.050901059224,9,95.71451576979663,1,admin,married,0
50,1094.5899923862216,1,70.53418254277956,5,admin,single,0
18,1139.1085805753928,29,182.2718630944868,5,blue-collar,single,1
35,-1971.4298919383828,22,717.2202007823731,6,technician,married,1
49,1909.0280537426374,17,33.105323264603975,1,blue-collar,married,0
64,174.49008831759352,19,382.1769015441358,2,admin,single,0
66,949.2788043044887,27,348.73699947060516,3,blue-collar,divorced,0
28,473.7803612549724,6,30.196215424720833,2,blue-collar,divorced,0
38,1133.7684606817384,3,767.5236108485421,5,admin,single,1
43,1943.8802302174356,24,252.12700473377436,3,admin,single,1
42,1511.1415630487575,5,135.63757146012566,5,technician,single,0
39,2209.641290505807,2,423.83904083823376,2,technician,single,1
44,2765.6295355856314,20,89.26536717428564,1,admin,divorced,0
66,1131.2040633221645,25,354.77088566660564,4,admin,single,1
30,1021.4327579838863,4,12.156364294074367,1,technician,married,0
50,2457.7276536620097,10,548.6665578306485,3,blue-collar,divorced,1
51,2537.0472887399296,10,178.35503582554472,1,admin,divorced,0
58,2240.590868103047,24,303.7520509166168,2,admin,married,1
52,547.8211932606506,21,75.01487049153333,1,blue-collar,single,0
18,1922.6550655016038,11,339.09935831063547,6,technician,single,0
38,1609.470604047289,27,443.8392142039221,2,technician,single,1
65,2552.528941349663,16,192.28780244315666,3,blue-collar,single,0
23,927.1279104622513,26,288.48602018646005,3,admin,single,0
45,-166.61029114991607,29,182.8216009039878,1,blue-collar,married,0
34,2190.2368003802726,29,673.5535592142027,1,admin,single,1
22,-1058.3683832571023,30,206.66837899643352,1,technician,married,0
48,768.48659610367,31,553.1850827744997,1,admin,married,1
22,476.8044886817056,17,484.8663474195473,2,admin,married,1
55,470.06532909425323,16,158.54662132384234,2,admin,single,1
20,750.9685290449044,7,78.4423499520547,5,admin,single,0
40,2717.37356975163,16,156.30427184470693,1,admin,divorced,0
54,2320.555419006373,3,524.985014052139,3,technician,divorced,1
54,1248.2693180074948,26,77.48845570000539,1,blue-collar,married,0
27,2633.6234718590495,16,222.97636144474222,5,technician,divorced,0
27,437.70284483362593,8,492.11878354200616,1,admin,married,1
36,301.71661425284174,30,130.84417203652782,2,blue-collar,divorced,0
34,2363.59665924659,12,308.34241269574466,1,admin,single,0
38,2079.643229322647,3,84.56232051953369,2,technician,single,0
31,1039.7365984166768,17,34.71735956070903,2,technician,married,0
26,364.5391063018694,21,474.5238066427113,1,admin,married,1
63,2959.73187503794,18,31.264559338341602,1,admin,single,0
18,-220.10255094781837,11,94.98145787093799,4,blue-collar,single,0
68,901.5740646564396,4,579.5329367719752,4,blue-collar,single,0
62,1728.5765275178974,16,127.60972483137701,2,admin,divorced,0
30,3302.1648084314456,17,1084.0798310227406,1,blue-collar,divorced,1
21,1883.1002120732203,9,1169.6481579248596,1,admin,divorced,1
18,1980.3046530132988,6,93.70557397638771,6,admin,divorced,0
66,930.6162998518728,24,12.552448663549205,1,admin,married,0
57,2068.4802252745985,27,366.2983405157124,5,technician,married,1
49,1605.309320879087,20,179.88967573044832,1,admin,divorced,0
51,-88.46454041755806,25,31.859207700594492,5,admin,married,0
45,2292.934853493107,2,368.81058868607744,3,admin,divorced,0
48,2470.3933898468513,9,9.501356443134062,1,blue-collar,divorced,0
25,2303.3650488211624,28,612.5204934177258,1,admin,single,1
56,1533.327925665802,21,44.77718679429287,3,technician,divorced,0
43,543.8231168503528,29,40.853110918447,5,technician,married,1
51,-809.1837312848656,6,57.956139447883835,2,admin,divorced,1
20,1657.0536054014506,3,967.6671170930774,1,admin,single,1
67,2581.942059740849,20,354.43780370432626,1,admin,married,0
29,2495.5324690830807,6,484.89576350330645,2,technician,single,0
18,2316.072843393848,7,152.0675044285823,6,blue-collar,divorced,0
61,1425.7890214506092,1,122.98326468222132,1,blue-collar,divorced,1
22,2587.464174031497,23,80.16155147762663,4,admin,divorced,1
47,2424.1618238559026,1,196.55203585891547,4,blue-collar,divorced,0
47,1077.366439278442,5,240.7739485210343,1,technician,married,0
34,2176.5980166158474,6,299.71820700287446,1,admin,divorced,0
65,964.0408545907084,13,89.16562227798137,1,blue-collar,single,0
64,2040.0242316169222,2,890.7509454219513,2,admin,married,1
40,200.88335569893297,15,55.811596349518844,4,admin,married,0
32,277.7881913270785,15,1011.3737065931185,4,technician,married,1
54,2558.2070469439077,13,4.49027398701451,2,technician,single,0
38,2437.560122204765,26,196.82808177341417,3,blue-collar,single,1
31,2133.6115405758314,25,121.6550599867372,2,technician,single,0
19,1587.9688210528304,14,178.87334299244048,2,admin,single,0
28,-891.2744310241483,26,253.65503951261536,4,technician,divorced,0
68,1425.1240617935105,22,171.59185482906096,1,blue-collar,divorced,0
56,1954.183167189838,7,160.76450149685866,1,blue-collar,single,1
55,965.2667524404085,14,395.8413778274514,1,blue-collar,single,1
51,787.5058071917624,31,347.3905026886882,3,technician,divorced,0
55,2944.4203881536914,26,537.4161692197465,2,technician,divorced,1
67,1439.7110086083883,31,86.28821467999315,6,technician,single,0
51,1954.7951696423804,24,282.12009621021116,2,technician,married,0
35,2274.131461619365,27,263.98386939865935,2,technician,married,0
47,498.5629234949223,31,138.48581188639753,3,blue-collar,single,0
32,1693.2074227141939,29,199.69319070622802,3,blue-collar,married,0
44,2819.6444944772993,10,112.96803789496528,1,technician,divorced,0
68,3319.2231832997213,17,45.89095235346077,2,admin,married,1
51,1539.9363972146905,14,72.16368176613238,2,blue-collar,single,0
69,1262.0564526529254,8,33.45168961446828,5,admin,married,0
55,1769.0240681375333,4,344.7219027867498,3,admin,married,0
50,1743.637047027521,26,324.28540339099976,3,blue-collar,married,0
41,2886.758066131153,16,902.3801527369392,2,admin,divorced,1
32,503.60831083293283,24,392.4428904503714,4,admin,divorced,0
47,1220.1269138339785,13,16.03473930433412,1,blue-collar,divorced,1
59,382.85867312348955,31,646.8842678899916,1,blue-collar,single,1
68,487.90511420242285,22,595.6218258972482,3,technician,married,1
34,1876.5740151391244,27,175.72958599656886,2,blue-collar,divorced,1
22,2309.8578416370265,25,264.4675692094268,2,admin,divorced,0
46,850.6083062562549,27,1119.8911918926551,4,blue-collar,married,1
21,2272.0947889752897,20,227.98126342103166,1,technician,single,1
27,2611.578657131968,18,707.1815416904625,6,blue-collar,married,1
34,3434.70599843339,14,26.007022049089652,1,admin,single,0
27,1569.746848841049,18,63.60614357271459,3,blue-collar,married,0
34,860.235472555867,5,174.3502554189739,2,admin,divorced,0
37,497.5280683941053,26,263.66727791347296,1,blue-collar,divorced,0
41,398.2068020801064,9,508.21758422185223,1,technician,divorced,1
22,2749.7807014036066,28,1333.4800938997241,1,technician,single,1
51,-15.095342955650494,3,147.72458981456063,2,blue-collar,married,0
23,2717.7484856512,8,14.572981476576205,1,admin,single,1
19,631.5589707478512,20,484.5937954342465,1,technician,divorced,1
30,814.7938021405943,22,278.19088260171213,4,admin,single,0
60,1348.4445449900204,10,66.39713450551511,3,blue-collar,single,0
60,796.3454504334887,22,204.85716525892235,2,technician,single,0
65,2431.979754959575,19,406.7996759144895,1,technician,married,1
28,3313.3439519827753,30,441.44038597845616,2,admin,single,0
68,842.5678424468621,21,207.71528868845758,1,technician,single,0
64,1067.7621608353732,28,109.24564725363784,6,admin,single,0
40,1336.6791927161016,3,1091.942022256646,4,admin,divorced,1
33,2041.0567634926379,11,326.6246774500712,1,blue-collar,divorced,0
48,1346.5157210441434,31,157.3949819155321,3,admin,married,1
28,2887.2574110525957,11,98.74429229168085,5,technician,divorced,1
33,2646.623916561927,31,394.02804273760415,5,admin,married,1
25,314.5376464049,17,83.19418058587193,3,technician,divorced,1
21,2020.9681655748286,16,56.51757931772916,3,admin,married,0
57,3020.339237309503,7,226.40076569358865,1,blue-collar,married,0
21,1005.2190542331166,4,102.74176567955698,2,blue-collar,married,0
42,1205.7351282064433,30,297.3892724980223,2,admin,divorced,0
20,971.9630021470447,23,37.648108731410204,5,admin,single,0
49,992.9243844764943,19,319.21204953637266,1,admin,divorced,0
20,-168.45155191104777,12,99.9279274694853,2,blue-collar,single,0
44,171.68504853494915,15,0.07288918435873108,1,admin,divorced,0
46,1577.4737187372298,31,40.72394443958842,1,admin,single,0
49,3013.5979746527782,11,813.6869529671332,3,technician,divorced,1
67,886.6391874817172,5,606.0228514829105,1,blue-collar,married,1
68,857.242697051442,5,79.81885122326902,4,blue-collar,married,0
36,3201.5210704207348,15,452.02636428104455,2,admin,married,1
38,391.74253818401326,29,281.3857947518626,3,admin,single,0
22,-161.24316270642203,18,1061.1537070219786,2,technician,single,1
35,671.4845638625002,11,140.3325508087255,3,admin,married,0
45,837.2155212056339,26,343.20274381490805,1,blue-collar,single,0
59,-247.4530846950654,12,19.693170729583358,2,technician,married,0
39,1371.9582937253888,2,151.37720385540672,3,blue-collar,divorced,1
38,2448.4463498615355,20,995.7552471984601,3,admin,single,1
23,214.04522628517384,15,232.29472492591205,3,technician,single,0
18,1587.5782189535892,20,101.85244349995347,2,blue-collar,divorced,0
22,1895.935675626773,4,38.44239947125836,2,blue-collar,single,0
58,1416.615724725707,22,364.7410942537233,4,blue-collar,single,0
29,1685.6925897410595,18,310.56961807161497,3,admin,single,1
43,1697.3272625952109,6,140.49210332480166,2,admin,divorced,0
63,687.272043081568,23,904.4216387666564,5,admin,married,1
51,2998.5825720118683,27,6.735901708721805,3,admin,married,0
66,2747.7568340762155,26,108.602679732388,2,blue-collar,divorced,0
31,2689.911397241168,19,761.7562160937628,3,technician,divorced,1
43,2513.6757405438634,11,116.11172174011932,2,admin,divorced,0
62,-74.97946943302395,28,87.20711139670527,1,technician,married,0
44,2426.062377811966,24,229.2128218299494,1,blue-collar,divorced,0
26,2155.601427549508,2,520.8436490921915,3,admin,married,1
43,-36.523614943783286,27,32.6589129986297,2,blue-collar,divorced,0
64,1285.0896448499218,8,859.5202212855161,3,admin,single,1
39,1776.7934493252883,29,475.53026430363536,4,admin,married,0
64,3164.317098124635,11,59.9930412470271,3,technician,married,1
47,2224.723857894259,5,373.44673268323294,1,blue-collar,divorced,1
60,635.4342727216983,18,145.81976872962,2,blue-collar,single,0
65,3195.3884584519633,23,154.3972257560245,2,blue-collar,married,0
34,1543.779762713889,30,458.7586953940798,1,technician,divorced,0
43,1244.1588630969081,18,987.3114640367505,4,technician,single,1
53,1172.8818034111878,14,40.62768349086181,2,blue-collar,married,0
18,-123.55523802313337,22,163.74431446332352,2,blue-collar,divorced,0
25,1390.2304961838577,10,196.7216680910311,2,admin,single,0
66,1997.4852573056578,3,141.63142264990222,1,admin,married,0
52,1114.6166724747843,9,135.38476950193896,2,technician,married,0
69,1920.4524772475584,3,16.105266448388548,3,admin,single,0
32,635.6089290858192,11,347.0682030789959,2,blue-collar,divorced,1
64,1359.0720857223803,31,171.92438158995338,1,blue-collar,divorced,0
39,1816.5403266086319,12,64.99706657380865,1,admin,single,0
31,1689.660877063421,12,507.90048470398375,3,admin,married,1
43,-105.46508971904632,3,486.69729825989083,3,technician,single,1
45,1060.9940491287714,21,199.888267886779,3,admin,single,0
40,3177.4629303126057,7,106.33921456578356,2,technician,single,0
31,1007.5539256694822,14,304.91017457310255,5,admin,married,0
41,1515.8075441118394,24,101.96731927390105,4,admin,single,0
19,1413.2442494510556,28,80.75936096230436,4,admin,single,0
62,3068.239758919651,11,393.37237949316835,1,admin,married,1
43,2790.3681221946704,7,12.34825298970272,4,blue-collar,married,0
31,2307.5309998188095,25,29.869360467292488,1,blue-collar,single,1
68,526.7576866274663,21,2.043395542615714,3,blue-collar,divorced,0
24,1859.18304919208,10,49.796253119836386,3,admin,single,0
20,2067.941743075132,11,21.445580994035897,3,technician,married,0
64,801.3951644039456,15,1641.970400936126,1,admin,married,1
40,629.482894152311,19,102.24468401289863,4,blue-collar,married,0
63,3205.01414720703,16,48.49744155571889,6,technician,divorced,0
60,1199.1966877830712,22,82.72457142660126,4,technician,married,0
64,3114.9768189111483,21,825.2508534867173,1,blue-collar,divorced,1
62,2497.093755494534,28,220.29090863119004,2,admin,married,0
35,1907.8767823753215,20,136.153157581405,1,technician,married,1
55,1952.5314363594848,12,619.9965895431989,1,technician,single,0
52,99.58043966923242,18,150.75322180304067,3,blue-collar,divorced,0
68,1706.7747798344164,23,122.39433766912583,2,technician,single,0
32,2917.0204129816266,13,69.68651741437269,4,technician,divorced,0
42,2181.339503185609,5,142.3465769754055,2,technician,married,0
54,1654.3366870644104,4,114.23951481207041,1,admin,married,0
45,3211.93719581703,28,339.3133347852273,3,admin,divorced,1
27,1314.959277339196,14,102.57082250935223,2,blue-collar,single,1
56,880.4443249783156,8,258.25662756864335,5,admin,divorced,0
34,1653.831916078257,9,20.449017725946554,1,technician,divorced,0
56,2266.467368111596,25,63.694155196892495,4,admin,divorced,1
39,-217.79409580826086,19,156.97336188455813,4,technician,married,0
43,1784.8686434904175,3,829.1446149940895,1,technician,divorced,1
61,2310.3450155363103,5,142.08399404072716,2,admin,married,0
42,1230.3583747031391,21,327.25942264903773,4,admin,single,1
34,2606.9647663026417,26,88.34644335970066,1,admin,married,0
30,2141.1866624110703,18,40.75745529977826,1,admin,single,0
37,3641.383118511077,1,18.09594175877746,1,blue-collar,single,0
42,749.3971024187849,8,109.3315717228333,3,admin,single,0
21,2330.7098504960895,19,51.471829425750684,1,blue-collar,married,0
27,482.6760922025952,17,57.35194634132694,1,technician,divorced,0
20,-115.36645127672614,17,429.0855467803437,3,blue-collar,married,0
58,-535.5308428178728,11,4.789450026252022,3,technician,single,0
62,2038.3240223969265,31,244.80477280899993,7,blue-collar,divorced,0
35,1684.2479139441025,2,143.15023113052612,2,blue-collar,married,0
64,1020.9489426382462,6,211.90012265363623,2,technician,single,1
53,-273.50433394961306,22,248.23010583887805,2,blue-collar,single,1
64,809.6133738613238,14,112.78690427713515,3,technician,divorced,0
39,1504.0930076754562,3,104.91356991044506,9,admin,married,1
51,2293.1693667930977,12,396.60384240050087,3,technician,divorced,1
64,1483.4642497523744,4,615.0277133657708,2,blue-collar,divorced,0
25,1752.060342705278,12,64.17399654703442,2,admin,divorced,0
57,1123.8676190258643,13,30.81545641637102,1,blue-collar,divorced,0
66,3249.2242025271544,2,684.2347706124756,2,admin,married,1
61,481.7503556717721,2,129.18663115967558,2,technician,divorced,0
36,800.7617827148723,15,240.43185739076776,1,admin,single,1
59,1007.641926006487,23,133.67205618034495,3,admin,single,0
58,2042.704397976724,29,40.334630732923316,1,admin,single,0
54,461.1402102131194,17,266.99079367099466,1,blue-collar,divorced,0
23,1635.7185905479987,7,223.4211146887642,2,admin,single,1
69,1664.9101434265574,30,68.06775567259123,6,technician,married,0
43,805.6420292666199,28,180.3723152910539,2,technician,divorced,0
51,1829.9794609568569,14,478.2872197390958,1,technician,divorced,1
62,492.18610126256874,12,267.791380673497,1,admin,divorced,1
23,382.9258575382539,30,30.5823528360796,3,technician,married,0
54,1599.6057565214405,17,238.23619815671378,1,blue-collar,divorced,0
50,-159.7555854780628,14,363.94271429658096,2,technician,divorced,0
39,-644.8027025502379,6,472.08140667359544,1,admin,single,1
38,2032.8333007968004,19,297.5610570444237,3,technician,single,1
23,2548.9699425911704,24,49.695324591298544,2,admin,divorced,0
23,1033.196881307471,6,371.5416016677285,4,admin,married,0
65,831.9293479022296,27,339.34855896171956,3,technician,single,1
21,2505.5352259745596,18,7.419050492918326,2,blue-collar,divorced,0
47,354.4617820010801,24,159.17978591551923,4,blue-collar,single,0
28,136.62737527884155,5,121.46719307642033,2,technician,single,1
47,2207.6364237084877,24,332.06477587690614,3,admin,married,0
48,1509.0381865123072,24,73.05585108785878,4,technician,divorced,0
41,2564.8767392902378,6,268.1181075592035,4,admin,single,0
26,-640.2658787779792,2,733.265203250938,2,admin,divorced,1
20,99.32600888143702,8,479.5529113367167,4,admin,married,1
68,1514.3320598441564,15,763.235522078615,1,blue-collar,married,1
48,1917.6736984837867,15,1151.9939742361819,3,blue-collar,single,1
57,2346.9970876894586,11,3.2182383050493315,7,technician,married,0
54,1674.8177688087776,22,292.4472172060903,1,blue-collar,single,0
53,1664.655155358569,22,159.7370694626459,1,admin,divorced,0
41,1110.5984569698014,24,589.5222124136651,2,admin,single,1
48,3090.904904904518,1,87.03138212988193,1,technician,single,0
23,396.97654452950223,18,1189.4608692584093,4,admin,married,1
19,1859.020152555939,12,285.3484919925221,3,technician,divorced,0
37,512.1911654119801,12,473.2908022742739,3,technician,divorced,1
45,2034.7785458050096,25,26.84600323880654,1,admin,single,0
28,462.98243061223366,11,60.803036307670425,1,blue-collar,divorced,1
21,2243.815698500458,28,426.1461047979547,1,admin,divorced,0
32,1612.1049468245171,8,6.669548368917886,8,admin,single,0
23,3244.6391732586817,28,509.2807813697277,1,technician,single,1
66,1218.9803527284143,7,4.214166160665367,3,blue-collar,divorced,0
47,1924.9661162475452,23,321.11140842511173,2,technician,single,0
55,720.3437195392903,21,136.28345907163737,6,admin,married,0
68,1212.1069935587054,2,283.63465804445195,4,technician,divorced,1
19,1605.7494794443528,11,357.2492686131616,2,technician,single,1
32,-27.219922471374048,22,125.7818478569877,1,admin,divorced,0
28,82.376065815228,10,34.27411462733776,2,technician,divorced,1
25,2099.8592998356453,3,21.65699338454682,2,admin,married,0
43,1353.9131784683204,20,266.7019241205786,1,technician,married,1
68,907.073466951978,29,220.60062847756984,1,blue-collar,divorced,0
62,763.0138195832443,10,406.6725308523946,2,admin,married,1
61,801.5112042763063,28,213.84307740050718,4,blue-collar,single,1
22,1612.5507150082285,27,164.68589127459256,1,technician,divorced,0
23,1945.0358641161897,18,152.29279755174727,1,blue-collar,married,0
43,-592.1072296252241,14,8.040873861336125,4,blue-collar,divorced,0
21,2912.834056769892,18,122.64194605398998,5,blue-collar,divorced,0
36,2841.7007629419923,28,1119.16250951973,1,technician,single,1
37,-830.6547635468996,24,620.3857215345663,1,admin,single,1
50,2585.9266963227974,8,119.86492170132458,3,technician,single,1
37,2555.2188513310425,10,265.8706389743148,1,technician,married,0
66,1500.4454941875451,22,563.7776262555054,3,technician,married,1
29,202.8313781151237,13,174.629006912327,1,admin,married,0
64,2515.2280916650725,21,5.436318883045427,1,technician,single,1
18,1258.7689337026486,8,23.22973529892895,4,technician,divorced,0
43,2048.8788438189563,4,214.24550441045756,2,admin,single,1
31,3719.2012719617783,27,1046.4128656314758,1,admin,married,1
55,1751.8367506236189,4,354.4770937143091,2,admin,married,0
54,583.115308281438,5,22.06689915017221,1,blue-collar,married,1
28,1164.2690050802782,1,62.97969006406623,1,admin,single,0
53,710.5546397590124,17,442.6336133176959,2,blue-collar,married,1
30,1933.4897174485225,2,552.4862083509144,4,blue-collar,single,1
60,693.9324412501952,30,288.46064316605765,7,technician,divorced,1
20,1027.1485776503569,8,310.20418017133943,5,blue-collar,single,0
50,215.56962559240014,7,8.624011792765208,2,technician,married,0
23,1367.9129944808565,31,529.004540595642,2,blue-collar,divorced,1
67,1676.7547933020496,15,465.7403998164684,2,admin,married,0
27,-1184.7880471174922,26,89.94062482515906,2,technician,divorced,0
22,1759.5735614802209,25,369.9965101442635,3,blue-collar,married,0
40,1454.2997689032206,5,72.56590908139097,3,technician,single,0
27,735.0080512438726,2,12.34979143065729,5,admin,married,0
61,3528.628924269873,7,67.36957190169792,7,blue-collar,single,0
19,2458.4765276047547,31,59.03407008300966,2,blue-collar,single,0
30,403.5975138485985,8,123.63273776897701,3,admin,divorced,0
57,2338.2368795711404,28,162.6172384707726,3,blue-collar,single,0
19,2744.498076021058,7,213.11174121002858,2,blue-collar,single,0
37,1632.0209226175573,30,194.31099728783394,1,technician,single,0
18,1861.4420369473253,7,94.69058695813033,1,blue-collar,divorced,0
54,1838.346666921591,28,8.881377576351744,3,admin,married,1
26,-585.8158589232885,31,278.7380456002376,3,blue-collar,married,0
34,1313.1304031496006,14,151.12761093638903,2,technician,single,0
26,1261.0871580159715,21,106.4339468393808,3,blue-collar,single,1
28,2930.155636559878,18,605.0888885983214,2,technician,married,1
32,1833.7278635618732,6,412.0055132771246,4,blue-collar,single,0
41,1202.3890378833053,4,585.0835545285554,4,technician,married,1
55,1409.8752590089887,10,204.9488341232482,1,technician,divorced,0
52,2523.3855816274013,18,42.099913610768134,3,blue-collar,single,0
47,1315.4153367546844,12,357.43687538633765,5,admin,single,0
48,801.804466908391,16,69.22942316632074,1,admin,married,0
66,1224.2978070791337,25,174.60502419098793,1,blue-collar,married,0
22,2440.696143822682,7,20.162878046822616,2,blue-collar,divorced,0
61,1996.1649055979362,6,523.4199477885593,2,blue-collar,single,1
67,1544.2679733491138,28,40.382096763357985,1,blue-collar,married,1
31,1691.5392994448302,5,700.2150100113131,6,blue-collar,divorced,1
28,940.257526404518,3,599.0392311826412,1,admin,married,1
26,1306.0505995573465,12,187.41268694440788,3,technician,married,0
51,836.6956782254828,31,409.2051503725711,3,technician,divorced,0
29,1205.2207157002565,15,289.8374278356367,2,admin,divorced,1
52,2846.178263626625,10,487.48067857127273,2,admin,divorced,1
52,422.12818862281006,26,169.5872360094846,1,technician,divorced,0
18,811.2823335770851,20,462.2654192210516,3,admin,divorced,1
57,245.7011370642481,19,186.22385455905632,6,blue-collar,divorced,0
39,29.091242812401788,16,848.8914408189218,2,admin,single,1
46,1313.2280858047086,28,199.87686217751923,1,admin,divorced,0
25,882.3908181992134,11,186.31453346283126,4,admin,single,0
28,3261.6889307921924,8,461.23546396660436,1,admin,married,1
58,1217.1534538222068,3,517.0806061410619,1,technician,married,1
54,2789.3968634300245,23,242.56007928748494,4,technician,divorced,1
31,2468.006474940634,7,59.461320062553305,3,technician,married,0
47,1291.0458447759859,23,189.1972319357296,1,technician,divorced,1
52,3610.135582085623,29,1033.2862988183358,1,blue-collar,divorced,1
38,1768.5339864648088,7,419.4933135868947,6,blue-collar,single,0
54,3013.009266003989,14,500.0606916631353,2,technician,married,1
22,2896.5968915812637,2,10.01290307176328,4,technician,divorced,0
36,1914.6479851047827,10,189.25429696374226,1,technician,married,0
31,2251.130847805851,19,312.0643565519564,3,admin,single,1
43,2124.0714151194757,26,531.6447351153854,5,blue-collar,married,0
21,355.73856860829187,9,15.158703405066566,2,blue-collar,single,0
42,1557.2903544530163,16,574.0538563151352,5,admin,single,0
62,2574.2472339446604,19,238.48815629468382,1,admin,single,0
59,3026.1863173616616,18,65.9374915428062,3,admin,divorced,0
42,779.3603281680503,9,114.49024770257715,1,blue-collar,divorced,0
35,2028.8313018130198,16,99.35627922283348,1,admin,married,0
57,1650.8702132775345,13,227.05559674435253,2,admin,divorced,0
25,1382.1259354184044,10,15.92078112186919,5,admin,divorced,0
56,1856.0026292250263,25,51.783670613152935,1,technician,married,1
57,1717.9974106661373,20,502.5019585824836,4,admin,single,0
31,2041.4075688725884,14,42.677894521895006,1,technician,single,0
49,2941.716760950052,12,79.73557791005403,3,blue-collar,married,0
68,2284.1275908647003,25,181.19526904189382,2,blue-collar,divorced,0
